,User_A,User_B,Interaction
6257,h9it3,CarymaRules,Retweet
6258,Rainbowboii94,CarymaRules,Retweet
6259,JustmeAnybody,JustmeAnybody,Tweet
6260,Mme_Teajay,davidchiarelli,Retweet
6261,davidchiarelli,davidchiarelli,Tweet
6262,marceltrautmann,davidchiarelli,Retweet
6263,bigcanadiano,michaelcoren,Retweet
6264,lbpyyz,LarrabeeNed,Retweet
6265,davidchiarelli,davidchiarelli,Tweet
6266,TGuswal,davidchiarelli,Retweet
6267,Mme_Teajay,davidchiarelli,Retweet
6268,davidchiarelli,davidchiarelli,Tweet
6269,WakeuptimeNOW,WakeuptimeNOW,Tweet
6270,Mme_Teajay,davidchiarelli,Retweet
6271,haikeaone1,jboyded,Retweet
6272,KDubRM,davidchiarelli,Retweet
6273,RickAmericana,RickAmericana,Tweet
6274,davidchiarelli,davidchiarelli,Tweet
6275,WebtechPaul,WebtechPaul,Tweet
6276,Mme_Teajay,davidchiarelli,Retweet
6277,NewPatchMomma,EatsFood2,Retweet
6278,jrsamplesbr549,EatsFood2,Retweet
6279,jrsamplesbr549,EatsFood2,Retweet
6280,davidchiarelli,davidchiarelli,Tweet
6281,NanaLan08609472,NanaLan08609472,Tweet
6282,WakeuptimeNOW,WakeuptimeNOW,Tweet
6283,SheBleedsGreen,SheBleedsGreen,Tweet
6284,longword,michaelcoren,Retweet
6285,KhalidGoldstein,PS3stacker,Retweet
6286,KhalidGoldstein,LarrabeeNed,Retweet
6287,Mme_Teajay,davidchiarelli,Retweet
6288,MichaelOonTwit,MichaelOonTwit,Tweet
6289,davidchiarelli,davidchiarelli,Tweet
6290,hs88_hs88,michaelcoren,Retweet
6291,haikeaone1,ricklevy67,Retweet
6292,slelladallas,davidchiarelli,Retweet
6293,blackwidow_94,blackwidow_94,Tweet
6294,stephanemot,stephanemot,Tweet
6295,jrochest,michaelcoren,Retweet
6296,Annekatz12,davidchiarelli,Retweet
6297,Mme_Teajay,davidchiarelli,Retweet
6298,Chumingo13,davidchiarelli,Retweet
6299,CallMeAhmjusAyn,CarymaRules,Retweet
6300,daryl_mather,daryl_mather,Tweet
6301,davidchiarelli,davidchiarelli,Tweet
6302,prof_melmasri,DorisGrinspun,Retweet
6303,SnarkAmendment,SnarkAmendment,Tweet
6304,Monicayupitsme,Monicayupitsme,Tweet
6305,LauPagola,DorisGrinspun,Retweet
6306,davidchiarelli,davidchiarelli,Tweet
6307,SPeters1104,CaulfieldTim,Retweet
6308,davidchiarelli,davidchiarelli,Tweet
6309,KaneClover,KaneClover,Tweet
6310,varnam,CaulfieldTim,Retweet
6311,JennLong3,CaulfieldTim,Retweet
6312,gweggy89,CaulfieldTim,Retweet
6313,_Mom_of_3_,michaelcoren,Retweet
6314,BrajanKot,actualiteitjunk,Retweet
6315,flatt99,michaelcoren,Retweet
6316,davidchiarelli,davidchiarelli,Tweet
6317,passenthrough,CaulfieldTim,Retweet
6318,careerlady2,CaulfieldTim,Retweet
6319,davidchiarelli,davidchiarelli,Tweet
6320,canadianwoman56,davidchiarelli,Retweet
6321,OoksSoccerKJ,CaulfieldTim,Retweet
6322,TGuswal,davidchiarelli,Retweet
6323,davidchiarelli,davidchiarelli,Tweet
6324,kloepelm,CaulfieldTim,Retweet
6325,RA98394217,CaulfieldTim,Retweet
6326,Advancedape2E,Advancedape2E,Tweet
6327,primulablue,CaulfieldTim,Retweet
6328,pqpolitics,pqpolitics,Tweet
6329,KaneClover,KaneClover,Tweet
6330,pqpolitics,pqpolitics,Tweet
6331,WakeuptimeNOW,WakeuptimeNOW,Tweet
6332,davidchiarelli,davidchiarelli,Tweet
6333,BeaumontBee,BeaumontBee,Tweet
6334,davidchiarelli,davidchiarelli,Tweet
6335,colettemondor,CaulfieldTim,Retweet
6336,JKFriesland,CaulfieldTim,Retweet
6337,BeaumontBee,BeaumontBee,Tweet
6338,Cherylmcl57,CaulfieldTim,Retweet
6339,Hitecsoftouch,michaelcoren,Retweet
6340,davidchiarelli,davidchiarelli,Tweet
6341,NicoleCowie3,CaulfieldTim,Retweet
6342,mike75133117,davidchiarelli,Retweet
6343,KaneClover,KaneClover,Tweet
6344,CathleenKucz,Saintsfan5348,Retweet
6345,somuchtodo2,LarrabeeNed,Retweet
6346,h_valiquette,davidchiarelli,Retweet
6347,KaneClover,KaneClover,Tweet
6348,Mme_Teajay,davidchiarelli,Retweet
6349,mc_kanata,davidchiarelli,Retweet
6350,McLoughlinPost,McLoughlinPost,Tweet
6351,janbear105,davidchiarelli,Retweet
6352,gi46223545,Monicayupitsme,Retweet
6353,KaneClover,KaneClover,Tweet
6354,davidchiarelli,davidchiarelli,Tweet
6355,Canadian_LadyK,michaelcoren,Retweet
6356,ljw_ward,CaulfieldTim,Retweet
6357,CarymaRules,davidchiarelli,Retweet
6358,MumofSR,MumofSR,Tweet
6359,GraceQuips,davidchiarelli,Retweet
6360,CitizenByX,CitizenByX,Tweet
6361,KissStephanie,KissStephanie,Tweet
6362,davidchiarelli,davidchiarelli,Tweet
6363,viralvideovlogs,wqbelle,Retweet
6364,davidchiarelli,davidchiarelli,Tweet
6365,CarymaRules,SomeCndnSkeptic,Retweet
6366,davidchiarelli,davidchiarelli,Tweet
6367,thetalentguru,thetalentguru,Tweet
6368,thetalentguru,thetalentguru,Tweet
6369,greenmantel,EatsFood2,Retweet
6370,miki_fern,EatsFood2,Retweet
6371,LLynneIrwin,EatsFood2,Retweet
6372,Brian71640515,EatsFood2,Retweet
6373,davidchiarelli,davidchiarelli,Tweet
6374,JackieMcKQN,EatsFood2,Retweet
6375,RayburnBev,michaelcoren,Retweet
6376,OgreRay,EatsFood2,Retweet
6377,DianneVidotto,EatsFood2,Retweet
6378,davidchiarelli,davidchiarelli,Tweet
6379,KellyAyre123,CarymaRules,Retweet
6380,anthrodigimom01,CaulfieldTim,Retweet
6381,Brian71640515,EatsFood2,Retweet
6382,Dktr_Sus,Dktr_Sus,Tweet
6383,radical_ranger1,davidchiarelli,Retweet
6384,DougScuba,davidchiarelli,Retweet
6385,misskatsuragi,davidchiarelli,Retweet
6386,MerlinofCanada,davidchiarelli,Retweet
6387,ThisIsALogin,davidchiarelli,Retweet
6388,davidchiarelli,davidchiarelli,Tweet
6389,SaneMarchHare,CarymaRules,Retweet
6390,krismeloche,EatsFood2,Retweet
6391,sandi89701936,EatsFood2,Retweet
6392,MutzUk,MutzUk,Tweet
6393,davidchiarelli,davidchiarelli,Tweet
6394,Exkoubitoron800,Exkoubitoron800,Tweet
6395,banana_soup10,EatsFood2,Retweet
6396,davidchiarelli,davidchiarelli,Tweet
6397,voice_2020,michaelcoren,Retweet
6398,Zee0731,michaelcoren,Retweet
6399,davidchiarelli,davidchiarelli,Tweet
6400,HubDeMD,JohnDanielMD,Retweet
6401,TelehealthBot,JohnDanielMD,Retweet
6402,JohnDanielMD,JohnDanielMD,Tweet
6403,cjanerosse,cjanerosse,Tweet
6404,davidchiarelli,davidchiarelli,Tweet
6405,DiogenesOz,ricklevy67,Retweet
6406,ldunkelman,davidchiarelli,Retweet
6407,h_volkhammer,michaelcoren,Retweet
6408,Cdn_mam,CaulfieldTim,Retweet
6409,davidchiarelli,davidchiarelli,Tweet
6410,focusedpathinc,CaulfieldTim,Retweet
6411,davidchiarelli,davidchiarelli,Tweet
6412,JustmeAnybody,mi6rogue,Retweet
6413,AdamskiPeter,CaulfieldTim,Retweet
6414,sparky231163,mi6rogue,Retweet
6415,prstebbins,CaulfieldTim,Retweet
6416,beau_michaud,VaxxersAnti,Retweet
6417,atziapissou,Fotakis85,Retweet
6418,sherryanna,CarymaRules,Retweet
6419,davidchiarelli,davidchiarelli,Tweet
6420,NNorma192,michaelcoren,Retweet
6421,ColleenFlood2,CaulfieldTim,Retweet
6422,DorcasKennedy6,CaulfieldTim,Retweet
6423,Marilyn78535114,Marilyn78535114,Tweet
6424,davidchiarelli,davidchiarelli,Tweet
6425,PfParks,CaulfieldTim,Retweet
6426,buchart,CaulfieldTim,Retweet
6427,MaHashtag,davidchiarelli,Retweet
6428,cyclingzealot,EatsFood2,Retweet
6429,mavherg88,CaulfieldTim,Retweet
6430,IDCOBot,bauthorfowler,Retweet
6431,bullriders1,bullriders1,Tweet
6432,lhaukmee,bauthorfowler,Retweet
6433,pqpolitics,pqpolitics,Tweet
6434,MitchDexter,bauthorfowler,Retweet
6435,mc_kanata,davidchiarelli,Retweet
6436,TomEngel18,TomEngel18,Tweet
6437,davidchiarelli,davidchiarelli,Tweet
6438,bauthorfowler,bauthorfowler,Tweet
6439,mc_kanata,davidchiarelli,Retweet
6440,BeaumontBee,BeaumontBee,Tweet
6441,robounoisshi,CarymaRules,Retweet
6442,AdreanaInLB,Saintsfan5348,Retweet
6443,WatchedWatcher,WatchedWatcher,Tweet
6444,jake_sisko,michaelcoren,Retweet
6445,barblet30,michaelcoren,Retweet
6446,jonas3911,davidchiarelli,Retweet
6447,davidchiarelli,davidchiarelli,Retweet
6448,jonas3911,davidchiarelli,Retweet
6449,jonas3911,davidchiarelli,Retweet
6450,peonyrose234,DylanDo28751461,Retweet
6451,jonas3911,davidchiarelli,Retweet
6452,Crystal85087337,Laurie_Garrett,Retweet
6453,MumofSR,MumofSR,Tweet
6454,Democra11647659,DylanDo28751461,Retweet
6455,madamyez,madamyez,Tweet
6456,bethritter1,bethritter1,Tweet
6457,wired_we,wired_we,Tweet
6458,burana2318,burana2318,Tweet
6459,TirxieSimone,CaulfieldTim,Retweet
6460,Kapur_AK,CaulfieldTim,Retweet
6461,PureBloodUnited,PureBloodUnited,Tweet
6462,davidchiarelli,davidchiarelli,Tweet
6463,aron51265420,EatsFood2,Retweet
6464,BruceMirken,BruceMirken,Tweet
6465,wynmallett,DylanDo28751461,Retweet
6466,KennyKathleen,KennyKathleen,Tweet
6467,citizendark30,citizendark30,Retweet
6468,LesFisher,LesFisher,Tweet
6469,RichUnderhill,EatsFood2,Retweet
6470,pavanshourie,mi6rogue,Retweet
6471,TopHatSkull,TopHatSkull,Tweet
6472,TheFittySwatter,TheFittySwatter,Tweet
6473,WakeuptimeNOW,WakeuptimeNOW,Tweet
6474,Deeheart99,madamyez,Retweet
6475,unionwill,Cinecraig,Retweet
6476,BCrowston,SamvgWr,Retweet
6477,Rocko544,Rocko544,Tweet
6478,LivstankarChris,LivstankarChris,Tweet
6479,suestroud,Cinecraig,Retweet
6480,mattbroart,mattbroart,Tweet
6481,TheFittySwatter,TheFittySwatter,Tweet
6482,rvpstudioscana1,rvpstudioscana1,Tweet
6483,Iluvhikingjen,EatsFood2,Retweet
6484,wallamitt,SamvgWr,Retweet
6485,CyaeghaUK,CyaeghaUK,Tweet
6486,MarikaSboros,MarikaSboros,Tweet
6487,SpaceGoblin6,EatsFood2,Retweet
6488,jongen_david,jongen_david,Tweet
6489,BarbaraGirouard,SamvgWr,Retweet
6490,Cinecraig,Cinecraig,Tweet
6491,jane__eden,wqbelle,Retweet
6492,AlexVickeryHowe,AlexVickeryHowe,Tweet
6493,wqbelle,wqbelle,Retweet
6494,LaLaKosply,EatsFood2,Retweet
6495,AlexVickeryHowe,AlexVickeryHowe,Tweet
6496,Fotakis85,Fotakis85,Tweet
6497,guitarlo,guitarlo,Tweet
6498,Mme_Teajay,davidchiarelli,Retweet
6499,Batmangioni,EatsFood2,Retweet
6500,Mme_Teajay,davidchiarelli,Retweet
6501,WatchedWatcher,WatchedWatcher,Tweet
6502,Mme_Teajay,davidchiarelli,Retweet
6503,pcyipturner,Saintsfan5348,Retweet
6504,Owen45871,CaulfieldTim,Retweet
6505,MJMusicEars,MJMusicEars,Tweet
6506,Canaryahmed77,Canaryahmed77,Tweet
6507,rschecke,rschecke,Tweet
6508,SmandersonSusan,SmandersonSusan,Tweet
6509,alibartram,mi6rogue,Retweet
6510,SuperSkylord,SuperSkylord,Tweet
6511,cotswoldslady1,DylanDo28751461,Retweet
6512,Lolist42,Lolist42,Tweet
6513,BernardGyorgy,ThePokermask,Retweet
6514,jamesummer2,mi6rogue,Retweet
6515,ThePokermask,ThePokermask,Tweet
6516,STEM2Crisis,davidchiarelli,Retweet
6517,News_Spotlight_,News_Spotlight_,Tweet
6518,Teh_Husky,CarymaRules,Retweet
6519,ennomnom,intheyan,Retweet
6520,LancelotLinkSpy,slipperyhero,Retweet
6521,intheyan,intheyan,Tweet
6522,WakeuptimeNOW,WakeuptimeNOW,Tweet
6523,jameswcraven,davidchiarelli,Retweet
6524,jameswcraven,davidchiarelli,Retweet
6525,jkebeans,AlexVickeryHowe,Retweet
6526,WakeuptimeNOW,WakeuptimeNOW,Tweet
6527,cath_oco,WeekOnWednesday,Retweet
6528,a_rambling_man,InspGadgetBlogs,Retweet
6529,JohnAlcornMusic,EatsFood2,Retweet
6530,twelveo8,twelveo8,Tweet
6531,FakeGucciSlider,FakeGucciSlider,Tweet
6532,wavetossed,wavetossed,Retweet
6533,pingue7,giustini,Retweet
6534,TheBreakerOfWal,TheBreakerOfWal,Tweet
6535,Judetomyfriends,WeekOnWednesday,Retweet
6536,pisforpainslut,pisforpainslut,Tweet
6537,wavetossed,wavetossed,Tweet
6538,WeekOnWednesday,WeekOnWednesday,Tweet
6539,FinlandExplorer,FinlandExplorer,Tweet
6540,EuropeHate,DylanDo28751461,Retweet
6541,2022Lockdown,Ames13210054,Retweet
6542,Wandaspangler2,VaxxersAnti,Retweet
6543,Wandaspangler2,VaxxersAnti,Retweet
6544,cultureyyc,SmandersonSusan,Retweet
6545,Dougalbunny1,mi6rogue,Retweet
6546,SusanChubb1,TheCraneReport,Retweet
6547,sonnyDK,sonnyDK,Tweet
6548,CDH224,mi6rogue,Retweet
6549,NewZealand_cafe,NewZealand_cafe,Tweet
6550,EllieBshore,WittaTwitta,Retweet
6551,arestlessnative,sarah_a_u,Retweet
6552,InspGadgetBlogs,InspGadgetBlogs,Tweet
6553,lechatmastigue,EatsFood2,Retweet
6554,InspGadgetBlogs,InspGadgetBlogs,Tweet
6555,sarah_a_u,sarah_a_u,Tweet
6556,KF2503,MrCorey,Retweet
6557,xpatjock,mi6rogue,Retweet
6558,CarolineApplep1,mi6rogue,Retweet
6559,mark_melbin,mark_melbin,Tweet
6560,MartynInEurope,MartynInEurope,Tweet
6561,Marley_Mae_1,Marley_Mae_1,Tweet
6562,JCollaro,mi6rogue,Retweet
6563,amiliberte1964,hearty_be,Retweet
6564,tisy47,tisy47,Retweet
6565,hearty_be,hearty_be,Tweet
6566,MoJohnson111,mi6rogue,Retweet
6567,vantahku,vantahku,Tweet
6568,johnandi,mi6rogue,Retweet
6569,Spookella,mi6rogue,Retweet
6570,Marley_Mae_1,Marley_Mae_1,Tweet
6571,FinlandExplorer,FinlandExplorer,Tweet
6572,Macarpie,WeekOnWednesday,Retweet
6573,csibike1,csibike1,Tweet
6574,nevadonoah,sonnyDK,Retweet
6575,DennisHalifax,davidchiarelli,Retweet
6576,BERTISMRPLOW,mi6rogue,Retweet
6577,TedTootill,DylanDo28751461,Retweet
6578,westpier1,sarah_a_u,Retweet
6579,gonzacrissy,sarah_a_u,Retweet
6580,gonzacrissy,sarah_a_u,Retweet
6581,mondobondage,mondobondage,Tweet
6582,emsgzy,EngelhardtDeniz,Retweet
6583,leftwingcyclist,leftwingcyclist,Tweet
6584,mvrander,sarah_a_u,Retweet
6585,TheFittySwatter,TheFittySwatter,Tweet
6586,knowyerplace1,knowyerplace1,Tweet
6587,fiona_fionnagal,csibike1,Retweet
6588,wtx_EU_news,wtx_EU_news,Tweet
6589,JapePuntila,JapePuntila,Tweet
6590,TheFittySwatter,TheFittySwatter,Tweet
6591,gadgetgirl73,sarah_a_u,Retweet
6592,saada186,saada186,Tweet
6593,CountrySkills,csibike1,Retweet
6594,JoRichardsKent,csibike1,Retweet
6595,AuspolInsider,AuspolInsider,Tweet
6596,isit_thursday77,sarah_a_u,Retweet
6597,brian_1949,sarah_a_u,Retweet
6598,wtx_EU_news,wtx_EU_news,Tweet
6599,GlenGirl2,sarah_a_u,Retweet
6600,Ben_Davison1,WeekOnWednesday,Retweet
6601,Wester_Hare,WeekOnWednesday,Retweet
6602,FionaMcKenzie9,FionaMcKenzie9,Tweet
6603,EUtopean,csibike1,Retweet
6604,Liberal151,Liberal151,Tweet
6605,ShmickBackup,sarah_a_u,Retweet
6606,ShmickBackup,sarah_a_u,Retweet
6607,Haagjes,sarah_a_u,Retweet
6608,BBrown24646528,sarah_a_u,Retweet
6609,BryanMcNally1,BryanMcNally1,Tweet
6610,GrumpyDoomster,sarah_a_u,Retweet
6611,Haagjes,sarah_a_u,Retweet
6612,wtx_EU_news,wtx_EU_news,Tweet
6613,DeltaBravo75,sarah_a_u,Retweet
6614,InMyOpinion41,InMyOpinion41,Tweet
6615,PaulAspinall5,DylanDo28751461,Retweet
6616,kookcove,sarah_a_u,Retweet
6617,kobri331,this_is_mallory,Retweet
6618,thatsnotmine125,sarah_a_u,Retweet
6619,LordPengwyn,sarah_a_u,Retweet
6620,LordPengwyn,sarah_a_u,Retweet
6621,Bournerdentity,InspGadgetBlogs,Retweet
6622,Na_So_Nicht,Na_So_Nicht,Tweet
6623,TurnKyBlue,TurnKyBlue,Tweet
6624,sarah_a_u,sarah_a_u,Tweet
6625,DKMomOf3Girls,Food_Nomad,Retweet
6626,Superfind,Superfind,Tweet
6627,HandmaidAlberta,CaulfieldTim,Retweet
6628,wayniepooz,sarah_a_u,Retweet
6629,mc_kanata,davidchiarelli,Retweet
6630,Knighty0478,InspGadgetBlogs,Retweet
6631,StIndrigo,EatsFood2,Retweet
6632,cavey_c,Mohamme09073545,Retweet
6633,wilescape,Banxcartoons,Retweet
6634,thejodestarofOz,LLefties,Retweet
6635,valueadde,Mohamme09073545,Retweet
6636,ThePokermask,ThePokermask,Tweet
6637,XavierRemis,XavierRemis,Tweet
6638,Karrasamelia5,InspGadgetBlogs,Retweet
6639,gp1980cos,sarah_a_u,Retweet
6640,CalvinSwine905,CalvinSwine905,Tweet
6641,mostly_sleepy,sarah_a_u,Retweet
6642,Mohamme09073545,Mohamme09073545,Tweet
6643,lakeland31,sarah_a_u,Retweet
6644,Zout_Zuur,Zout_Zuur,Tweet
6645,lakeland31,sarah_a_u,Retweet
6646,NaomitimT,sarah_a_u,Retweet
6647,NearlyThere19,csibike1,Retweet
6648,upshotme,upshotme,Tweet
6649,Ofelia1409,sarah_a_u,Retweet
6650,Ofelia1409,sarah_a_u,Retweet
6651,MichelleW1601,sarah_a_u,Retweet
6652,faintheartedfem,sarah_a_u,Retweet
6653,ZJeff10,DylanDo28751461,Retweet
6654,upshotme,upshotme,Tweet
6655,BAR_Engineer,LarrabeeNed,Retweet
6656,mkrivich,mkrivich,Tweet
6657,OllieRaygun,OllieRaygun,Tweet
6658,Le_Greene_Room,sarah_a_u,Retweet
6659,DavidAn47333835,WeekOnWednesday,Retweet
6660,Finndog2018,sarah_a_u,Retweet
6661,WaldoPierreHere,InspGadgetBlogs,Retweet
6662,709clara,CaulfieldTim,Retweet
6663,rosepoptosis,sarah_a_u,Retweet
6664,The_Ouroboros__,sarah_a_u,Retweet
6665,thisisnothappen,sarah_a_u,Retweet
6666,chosenone_innit,sarah_a_u,Retweet
6667,graceywaceywoo,InspGadgetBlogs,Retweet
6668,Blair_Langmuir,michaelcoren,Retweet
6669,CarolWh39009963,JanZaxBee,Retweet
6670,GonzoGuad,GonzoGuad,Tweet
6671,DpClark54,EatsFood2,Retweet
6672,TheFittySwatter,TheFittySwatter,Tweet
6673,Much2CrowedeD,sarah_a_u,Retweet
6674,Much2CrowedeD,sarah_a_u,Retweet
6675,lakeboating2021,CarymaRules,Retweet
6676,Susan_Crabtree,Susan_Crabtree,Tweet
6677,5731965i,5731965i,Tweet
6678,Bronx_Inquirer,newyorker9_28,Retweet
6679,LHumeSastre,AdamLockett34,Retweet
6680,Stultis_TheFool,Stultis_TheFool,Tweet
6681,AndyC53913267,mi6rogue,Retweet
6682,WonderMention,CaulfieldTim,Retweet
6683,em_679,em_679,Tweet
6684,JanZaxBee,JanZaxBee,Tweet
6685,fin_dawn,InMyOpinion41,Retweet
6686,BorealJo,CaulfieldTim,Retweet
6687,JohnPersinos1,JohnPersinos1,Tweet
6688,AnalizeThis,AnalizeThis,Tweet
6689,CalvinSwine905,CalvinSwine905,Tweet
6690,DulceBrownSugar,DulceBrownSugar,Tweet
6691,JohnPersinos1,JohnPersinos1,Tweet
6692,hansnotdead1,InspGadgetBlogs,Retweet
6693,caf_goodness,caf_goodness,Tweet
6694,whymustyoujudge,whymustyoujudge,Tweet
6695,upshotme,upshotme,Tweet
6696,ladykitchenless,CaulfieldTim,Retweet
6697,johnnytogs,johnnytogs,Tweet
6698,vubblePOP,vubblePOP,Tweet
6699,HoffHof23591234,davidchiarelli,Retweet
6700,SuejDavej,DylanDo28751461,Retweet
6701,AdamLockett34,AdamLockett34,Tweet
6702,upshotme,upshotme,Tweet
6703,Yoiome,Yoiome,Tweet
6704,pothen,DorisGrinspun,Retweet
6705,JAYLAMB1,DylanDo28751461,Retweet
6706,pat_sandy,CompanyManComic,Retweet
6707,upshotme,upshotme,Tweet
6708,jon_trace,mi6rogue,Retweet
6709,Dream13Gemini,Dream13Gemini,Tweet
6710,upshotme,upshotme,Tweet
6711,viralvideovlogs,upshotme,Retweet
6712,upshotme,upshotme,Tweet
6713,Bearcub52,mi6rogue,Retweet
6714,boysek,sarah_a_u,Retweet
6715,cantbeeserious,CarymaRules,Retweet
6716,boysek,sarah_a_u,Retweet
6717,PhyllisStein2,sarah_a_u,Retweet
6718,DrBunsenHoneyd6,InspGadgetBlogs,Retweet
6719,Jagdish66859459,sarah_a_u,Retweet
6720,DAJensen07,DAJensen07,Tweet
6721,SurferUK35,mi6rogue,Retweet
6722,oeastender,oeastender,Tweet
6723,nannawinkles,sarah_a_u,Retweet
6724,BOOHANAbeats,MikeTwome,Retweet
6725,upshotme,upshotme,Tweet
6726,nicolascgrey,sarah_a_u,Retweet
6727,MikeTwome,MikeTwome,Tweet
6728,DoonerAnne,thorchrs,Retweet
6729,vickipolin,vickipolin,Tweet
6730,nickstrauss,nickstrauss,Tweet
6731,fiona_fionnagal,sarah_a_u,Retweet
6732,Alicebellamy,sarah_a_u,Retweet
6733,OrangeRemove,sarah_a_u,Retweet
6734,CRE8NU,sarah_a_u,Retweet
6735,MoreIola,sarah_a_u,Retweet
6736,SarahJe46759187,sarah_a_u,Retweet
6737,VictoriaScoop,CaulfieldTim,Retweet
6738,TXFartingsworth,JohnPersinos1,Retweet
6739,hairybadgerIDFK,sarah_a_u,Retweet
6740,upshotme,upshotme,Tweet
6741,mforshizz,sarah_a_u,Retweet
6742,WINDSONG58,sarah_a_u,Retweet
6743,imelda_mairead,sarah_a_u,Retweet
6744,MiriamVince,CarymaRules,Retweet
6745,smudge1,sarah_a_u,Retweet
6746,MaryGR65,sarah_a_u,Retweet
6747,KansasAAP,JohnDanielMD,Retweet
6748,danielgoyal,sarah_a_u,Retweet
6749,thorchrs,thorchrs,Tweet
6750,marcedo20,ThePornSavant1,Retweet
6751,TheTruthWatch1,TheTruthWatch1,Tweet
6752,ZimmermanV66,sarah_a_u,Retweet
6753,mschleifer13,CarymaRules,Retweet
6754,StillDizzy2,sarah_a_u,Retweet
6755,MsMarcella,MsMarcella,Tweet
6756,gbroucka,sarah_a_u,Retweet
6757,marceltrautmann,marceltrautmann,Tweet
6758,acrosby777,CaulfieldTim,Retweet
6759,StephanieChan,EatsFood2,Retweet
6760,darealshadow,CaulfieldTim,Retweet
6761,CFitzBroadway,DavidManOnFire,Retweet
6762,ThePokermask,ThePokermask,Tweet
6763,HuoQuBing16,HuoQuBing16,Tweet
6764,kingdubbled,CaulfieldTim,Retweet
6765,DrDanDhunna,sarah_a_u,Retweet
6766,ClaytonRobins,TomEngel18,Retweet
6767,lanacurl,DavidManOnFire,Retweet
6768,frijolesloca,DavidManOnFire,Retweet
6769,Anastasia426,DavidManOnFire,Retweet
6770,KrystleRoseKing,marceltrautmann,Retweet
6771,DavidManOnFire,DavidManOnFire,Tweet
6772,Lches46,InspGadgetBlogs,Retweet
6773,JerrySoucyRN,sarah_a_u,Retweet
6774,krismeloche,EatsFood2,Retweet
6775,TheGentYYC,TomEngel18,Retweet
6776,PabloSua2G,PabloSua2G,Tweet
6777,JerrySoucyRN,sarah_a_u,Retweet
6778,TruckerDougYEG,TomEngel18,Retweet
6779,viralvideovlogs,wqbelle,Retweet
6780,ThePokermask,ThePokermask,Tweet
6781,upshotme,upshotme,Tweet
6782,SirPsychoSexy36,sarah_a_u,Retweet
6783,otterspotter54,sarah_a_u,Retweet
6784,StarterPat,sarah_a_u,Retweet
6785,marceltrautmann,marceltrautmann,Tweet
6786,JrHollis60,Saintsfan5348,Retweet
6787,PECsandbagger,EatsFood2,Retweet
6788,PECsandbagger,EatsFood2,Retweet
6789,PECsandbagger,EatsFood2,Retweet
6790,PECsandbagger,EatsFood2,Retweet
6791,PECsandbagger,EatsFood2,Retweet
6792,ExpandCourage,ExpandCourage,Tweet
6793,Polmcshane,Polmcshane,Tweet
6794,DAJensen07,DAJensen07,Tweet
6795,True_Blue2022,True_Blue2022,Tweet
6796,antiwapp,antiwapp,Tweet
6797,Shahalti,sarah_a_u,Retweet
6798,MFlippance,InspGadgetBlogs,Retweet
6799,HuoQuBing16,HuoQuBing16,Tweet
6800,DawlishDm,InspGadgetBlogs,Retweet
6801,TomEngel18,TomEngel18,Tweet
6802,pengraiggoch,sarah_a_u,Retweet
6803,alangolds,InspGadgetBlogs,Retweet
6804,RyanDMiller,CarymaRules,Retweet
6805,HaggisIn,HaggisIn,Tweet
6806,Mo1is2sad,sarah_a_u,Retweet
6807,DAJensen07,DAJensen07,Tweet
6808,Orangeade00,sarah_a_u,Retweet
6809,Sharky_vs_Evil,Sharky_vs_Evil,Retweet
6810,Sharky_vs_Evil,Sharky_vs_Evil,Tweet
6811,ZoeGauvreau,EatsFood2,Retweet
6812,Mohamad65064030,TrueNorth911,Retweet
6813,valera19715,TrueNorth911,Retweet
6814,Kathy_Edm,Kathy_Edm,Tweet
6815,jijith12,jijith12,Tweet
6816,Ghostpbr,sarah_a_u,Retweet
6817,Ghostpbr,sarah_a_u,Retweet
6818,WakeuptimeNOW,WakeuptimeNOW,Tweet
6819,awteel,awteel,Tweet
6820,Cr45tl3,EatsFood2,Retweet
6821,awteel,awteel,Tweet
6822,madonnalennon66,DavidManOnFire,Retweet
6823,bonuscr,mi6rogue,Retweet
6824,davidpugliese,EatsFood2,Retweet
6825,toszmn,EatsFood2,Retweet
6826,KatyMcconkey,sarah_a_u,Retweet
6827,neilptnms,mi6rogue,Retweet
6828,WakeuptimeNOW,WakeuptimeNOW,Tweet
6829,viralvideovlogs,wqbelle,Retweet
6830,krismeloche,EatsFood2,Retweet
6831,EatsFood2,EatsFood2,Tweet
6832,EKyqr,CaulfieldTim,Retweet
6833,VinePsychic,VinePsychic,Tweet
6834,EstherReed19,EstherReed19,Tweet
6835,maraboshi99,sarah_a_u,Retweet
6836,upshotme,upshotme,Tweet
6837,upshotme,upshotme,Tweet
6838,SuziePeat,sarah_a_u,Retweet
6839,CNNnews18,news18dotcom,Retweet
6840,news18dotcom,news18dotcom,Tweet
6841,67lld,67lld,Tweet
6842,upshotme,upshotme,Tweet
6843,Yanick8022,Yanick8022,Tweet
6844,upshotme,upshotme,Tweet
6845,Clint_ZA,Clint_ZA,Tweet
6846,PrestonBromley,PrestonBromley,Tweet
6847,teddysoulterdre,sarah_a_u,Retweet
6848,MutzUk,MutzUk,Tweet
6849,upshotme,upshotme,Tweet
6850,upshotme,upshotme,Tweet
6851,DetSuptBurnside,InspGadgetBlogs,Retweet
6852,forgivethem11,BiancaTheBrave,Retweet
6853,Belgonerd1,Belgonerd1,Tweet
